user,day,events,uniq_urls,uniq_domains,uniq_pcs,offhours,night,weekend,hour_mean,hour_std,hour_min,hour_max,path_len_mean,path_len_max,kw_hits,job_visits,leak_visits,new_domains,dom_pop_mean,dom_pop_min,offhours_ratio,night_ratio,events_z,uniq_domains_z,offhours_ratio_z,new_domains_z,kw_hits_z,label
HAV0121,2010-06-28,95,40,36,1,21,0,0,15.08421052631579,3.726452759391046,9,21,66.67368421052632,107,7,7,0,0,11.22610969299178,9.266815218904162,0.22105263157894736,0.0,0.0,0.11795463347460226,-0.27366807614791044,-0.4696972659216429,-1.0614362967578235,0
SXM0895,2010-04-14,29,17,17,1,0,0,0,13.068965517241379,3.092976311427908,9,18,77.24137931034483,99,0,0,0,0,11.336723751671851,9.486000469200638,0.0,0.0,0.0,-0.01936369866318324,0.0,0.0,-0.3166227408025722,0
KBL0260,2010-11-19,95,18,17,1,0,0,0,11.505263157894737,1.7312747991035955,10,14,73.11578947368422,98,0,0,0,0,10.281882072226733,8.406708458240965,0.0,0.0,0.0,-1.9702540566094973,0.0,-0.21320021635678224,-1.180437613277376,0
HRB0351,2010-05-27,190,42,42,1,0,0,0,13.063157894736841,3.073389891418396,7,17,60.53157894736842,104,54,26,0,0,11.201888752993852,8.802522498284421,0.0,0.0,0.0,0.6718543801320336,0.0,-0.19999900000506887,1.1607211980916516,0
ILR0304,2011-03-08,10,10,10,1,0,0,0,12.3,2.9458068127047596,9,17,67.3,90,0,0,0,0,10.155686706282804,9.160729871422848,0.0,0.0,0.0,1.1518120516791386,0.0,-0.21319971636030657,-0.8907625691859584,0
EMW0772,2011-02-10,29,17,17,1,0,0,0,12.275862068965518,2.68456636195199,8,16,74.06896551724138,99,0,1,0,0,10.436659483347247,8.79527937019457,0.0,0.0,0.0,-0.27422122150538675,0.0,-0.4605650198081245,0.0,0
CMB0912,2010-04-06,143,47,47,1,0,0,0,10.664335664335665,2.5313361609583644,7,16,74.97202797202797,109,29,0,0,1,11.027161831545255,8.405367376233981,0.0,0.0,0.0,-0.06496536665244282,0.0,0.2686367655394821,0.054704669423645214,0
KBP0008,2010-12-01,300,81,77,1,0,0,0,10.72,2.664318921924656,7,15,67.46666666666667,108,62,26,0,0,10.727056555226842,7.421775793644647,0.0,0.0,0.0,1.3473942734148316,-0.7677409652041954,-0.29990125202966755,1.6249948876804172,0
AAF0791,2010-08-03,95,37,35,1,0,0,0,12.284210526315789,2.7040676919904847,8,17,72.92631578947369,105,8,9,0,0,10.698758961266382,8.999248901686114,0.0,0.0,0.0,-0.290783219482193,0.0,-0.574168482533493,0.12873762723011722,0
CJC0494,2010-11-01,162,41,40,1,0,0,0,12.253086419753087,2.694166065318972,8,17,79.87654320987654,120,64,0,0,0,11.558016593420426,9.535173710058757,0.0,0.0,0.0,0.7582428063977373,0.0,-0.39840842533678616,0.3255653695511485,0
RLB0719,2010-02-01,10,9,9,1,0,0,0,11.8,3.552776691859794,7,16,74.1,120,0,0,0,0,10.253471697194453,7.098375638590786,0.0,0.0,0.0,0.7580831836094868,-0.2236047977678674,-1.041975692122699,-0.40944614248057676,0
SCB0534,2010-05-27,29,17,17,1,0,0,0,11.96551724137931,2.3525481416159573,9,16,75.51724137931035,113,0,1,0,0,11.39299626158743,9.484557193474393,0.0,0.0,0.0,-0.1295763855966942,0.0,-0.560276552947121,0.0,0
ENC0234,2010-08-20,95,30,29,1,0,0,0,13.273684210526316,3.3689511760896322,8,18,68.46315789473684,117,0,0,0,0,10.831050371210479,8.56197533418813,0.0,0.0,0.0,0.4460468143715307,-0.3627830381851064,-0.38822267472940547,-0.7859046303468024,0
OHC0973,2011-04-13,10,9,8,1,0,0,0,11.3,2.359378449224853,8,15,80.6,104,0,0,0,0,10.945293088457024,9.3048320350689,0.0,0.0,0.0,-0.40224789907198766,0.0,-0.460565019808123,0.0,0
MAD0496,2010-01-20,162,34,33,1,0,0,0,11.679012345679013,2.5867659392939593,8,17,79.20987654320987,120,40,0,0,2,11.594192511998354,9.231318778361375,0.0,0.0,0.0,0.09680091410333026,0.0,-0.2520564670466661,-0.5288156155007729,0
GJT0386,2010-09-02,95,37,32,1,0,0,0,11.326315789473684,2.5947660299687847,8,15,77.63157894736842,103,0,5,0,0,11.041989192217072,7.350516171833998,0.0,0.0,0.0,-0.20230385633898743,0.0,-0.3089561403302432,-1.6865584701339784,0
LEM0605,2010-12-07,162,55,53,1,0,0,0,12.555555555555555,2.6043441968472942,8,16,73.45679012345678,107,16,3,0,0,10.901947763207854,9.001839097398843,0.0,0.0,0.0,0.36798665446687506,0.0,-0.2236057977544615,0.9460059596733521,0
